,0
1235,0
1236,2
1237,0
1238,2
1239,0
1240,0
1241,1
1242,1
1243,2
1244,0
1245,0
1246,0
1247,2
1248,0
1249,2
1250,2
1251,1
1252,0
1253,0
1254,1
1255,1
1256,0
1257,2
1258,0
1259,0
1260,2
1261,2
1262,1
1263,0
1264,1
1265,1
1266,0
1267,0
1268,0
1269,2
1270,1
1271,2
1272,2
1273,1
1274,2
1275,0
1276,0
1277,2
1278,1
1279,2
1280,1
1281,1
1282,2
1283,0
1284,1
1285,0
1286,1
1287,0
1288,2
1289,2
1290,1
1291,1
1292,2
1293,0
1294,2
1295,2
1296,0
1297,0
1298,0
1299,0
1300,1
1301,2
1302,1
1303,1
1304,1
1305,0
1306,0
1307,1
1308,0
1309,1
1310,0
1311,0
1312,2
1313,0
1314,2
1315,0
1316,1
1317,1
1318,2
1319,2
1320,2
1321,0
1322,2
1323,0
1324,0
1325,0
1326,0
1327,0
1328,2
1329,0
1330,1
1331,0
1332,1
1333,2
1334,2
1335,1
1336,1
1337,2
1338,2
1339,0
1340,2
1341,0
1342,2
1343,0
1344,0
1345,1
1346,0
1347,2
1348,0
1349,0
1350,0
1351,0
1352,1
1353,2
1354,0
1355,2
1356,0
1357,1
1358,2
1359,2
1360,1
1361,0
1362,2
1363,1
1364,0
1365,1
1366,1
1367,0
1368,0
1369,0
1370,1
1371,0
1372,1
1373,1
1374,0
1375,2
1376,1
1377,2
1378,0
1379,2
1380,2
1381,2
1382,2
1383,0
1384,2
1385,2
1386,2
1387,1
1388,0
1389,0
1390,1
1391,1
1392,0
1393,1
1394,0
1395,0
1396,0
1397,2
1398,2
1399,0
1400,0
1401,1
1402,0
1403,2
1404,2
1405,2
1406,2
1407,0
1408,0
1409,2
1410,1
1411,2
1412,0
1413,2
1414,0
1415,1
1416,2
1417,0
1418,2
1419,0
1420,0
1421,0
1422,1
1423,0
1424,2
1425,1
1426,2
1427,1
1428,0
1429,0
1430,1
1431,2
1432,1
1433,2
1434,1
1435,2
1436,0
1437,2
1438,0
1439,0
1440,1
1441,2
1442,2
1443,2
1444,0
1445,0
1446,2
1447,2
1448,1
1449,0
1450,2
1451,0
1452,0
1453,2
1454,0
1455,2
1456,0
1457,2
1458,1
1459,2
1460,0
1461,0
1462,2
1463,2
1464,1
1465,0
1466,0
1467,0
1468,0
1469,2
1470,2
1471,1
1472,1
1473,2
1474,2
1475,0
1476,1
1477,0
1478,0
1479,1
1480,2
1481,2
1482,2
1483,2
1484,0
1485,2
1486,1
1487,1
1488,1
1489,1
1490,0
1491,0
1492,0
1493,2
1494,1
1495,0
1496,1
1497,0
1498,0
1499,0
1500,1
1501,0
1502,0
1503,2
1504,2
1505,1
1506,0
1507,2
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,1
1515,0
1516,2
1517,0
1518,2
1519,2
1520,0
1521,0
1522,0
1523,0
1524,0
1525,2
1526,0
1527,1
1528,2
1529,0
1530,2
1531,2
1532,0
1533,0
1534,0
1535,2
1536,1
1537,1
1538,2
1539,2
1540,2
1541,1
1542,2
1543,0
1544,2
1545,1
1546,1
1547,0
1548,2
1549,0
1550,0
1551,0
1552,1
1553,0
1554,2
1555,0
1556,0
1557,0
1558,0
1559,2
1560,2
1561,1
1562,2
1563,0
1564,2
1565,2
1566,0
1567,1
1568,2
1569,2
1570,2
1571,1
1572,1
1573,1
1574,0
1575,2
1576,0
1577,2
1578,0
1579,1
1580,2
1581,0
1582,2
1583,0
1584,2
1585,2
1586,1
1587,2
1588,0
1589,2
1590,2
1591,2
1592,0
1593,1
1594,0
1595,0
1596,2
1597,1
1598,2
1599,0
1600,1
1601,1
1602,2
1603,0
1604,1
1605,2
1606,1
1607,0
1608,0
1609,0
1610,2
1611,0
1612,2
1613,0
1614,0
1615,1
1616,1
1617,0
1618,0
1619,1
1620,1
1621,0
1622,2
1623,1
1624,2
1625,0
1626,0
1627,2
1628,1
1629,0
1630,2
1631,0
1632,0
1633,2
1634,1
1635,0
1636,2
1637,1
1638,1
1639,1
1640,0
1641,0
1642,0
1643,0
1644,2
1645,0
1646,2
1647,0
1648,0
1649,0
1650,2
1651,1
1652,2
1653,2
1654,0
1655,2
1656,0
1657,2
1658,2
1659,0
1660,2
1661,2
1662,1
1663,2
1664,2
1665,2
1666,2
1667,1
1668,0
1669,2
1670,0
1671,2
1672,0
1673,0
1674,0
1675,0
1676,2
1677,2
1678,1
1679,2
1680,2
1681,0
1682,0
1683,0
1684,2
1685,0
1686,2
1687,0
1688,2
1689,1
1690,0
1691,1
1692,1
1693,2
1694,0
1695,1
1696,1
1697,1
1698,0
1699,2
1700,2
1701,0
1702,1
1703,1
1704,0
1705,0
1706,0
1707,1
1708,0
1709,2
1710,2
1711,0
1712,0
1713,0
1714,1
1715,0
1716,1
1717,0
1718,2
1719,1
1720,2
1721,2
1722,2
1723,2
1724,2
1725,0
1726,1
1727,1
1728,0
1729,0
1730,1
1731,0
1732,2
1733,0
1734,0
1735,2
1736,0
1737,1
1738,0
1739,2
1740,1
1741,1
1742,0
1743,1
1744,2
1745,1
1746,0
1747,0
1748,1
1749,2
1750,2
1751,2
1752,0
1753,0
1754,1
1755,0
1756,2
1757,2
1758,0
1759,0
1760,0
1761,0
1762,0
1763,2
1764,1
1765,1
1766,0
1767,2
1768,0
1769,0
1770,0
1771,2
1772,1
1773,0
1774,0
1775,0
1776,2
1777,0
1778,0
1779,0
1780,1
1781,1
1782,0
1783,0
1784,0
1785,1
1786,2
1787,2
1788,0
1789,1
1790,0
1791,0
1792,2
1793,2
1794,0
1795,1
1796,0
1797,1
1798,1
1799,2
1800,2
1801,2
1802,0
1803,2
1804,1
1805,1
1806,1
1807,0
1808,2
1809,1
1810,2
1811,0
1812,0
1813,0
1814,2
1815,0
1816,2
1817,2
1818,2
1819,0
1820,1
1821,0
1822,0
1823,0
1824,2
1825,2
1826,2
1827,1
1828,0
1829,2
1830,2
1831,2
1832,2
1833,2
1834,0
1835,0
1836,0
1837,2
1838,2
1839,1
1840,0
1841,2
1842,2
1843,2
1844,1
1845,0
1846,2
1847,2
1848,2
1849,2
1850,0
1851,1
1852,0
1853,1
1854,2
1855,2
1856,0
1857,2
1858,0
1859,0
1860,2
1861,0
1862,0
1863,1
1864,0
1865,0
1866,2
1867,2
1868,1
1869,0
1870,1
1871,1
1872,0
1873,0
1874,0
1875,2
1876,2
1877,0
1878,1
1879,0
1880,1
1881,2
1882,2
1883,2
1884,2
1885,1
1886,0
1887,2
1888,2
1889,0
1890,1
1891,0
1892,2
1893,0
1894,2
1895,1
1896,0
1897,0
1898,1
1899,2
1900,0
1901,1
1902,2
1903,2
1904,1
1905,0
1906,0
1907,1
1908,0
1909,0
1910,0
1911,2
1912,2
1913,0
1914,2
1915,1
1916,0
1917,2
1918,2
1919,2
1920,1
1921,2
1922,1
1923,0
1924,1
1925,0
1926,0
1927,2
1928,2
1929,0
1930,2
1931,1
1932,2
1933,2
1934,0
1935,2
1936,2
1937,0
1938,1
1939,2
1940,0
1941,2
1942,0
1943,0
1944,0
1945,1
1946,1
1947,1
1948,0
1949,1
1950,0
1951,1
1952,1
1953,2
1954,1
1955,0
1956,0
1957,0
1958,0
1959,0
1960,2
1961,2
1962,1
1963,1
1964,2
1965,0
1966,0
1967,0
1968,2
1969,0
1970,2
1971,0
1972,2
1973,2
1974,2
1975,1
1976,2
1977,0
1978,2
1979,1
1980,1
1981,2
1982,2
1983,2
1984,1
1985,2
1986,1
1987,2
1988,2
1989,0
1990,2
1991,0
1992,1
1993,1
1994,2
1995,0
1996,0
1997,2
1998,0
1999,0
2000,1
2001,1
2002,0
2003,2
2004,0
2005,2
2006,0
2007,1
2008,0
2009,0
2010,0
2011,0
2012,1
2013,1
2014,0
2015,0
2016,1
2017,1
2018,0
2019,1
2020,0
2021,2
2022,2
2023,2
2024,0
2025,0
2026,0
2027,0
2028,2
2029,0
2030,0
2031,0
2032,0
2033,1
2034,2
2035,1
2036,1
2037,2
2038,1
2039,2
2040,0
2041,0
2042,2
2043,0
2044,2
2045,0
2046,0
2047,0
2048,1
2049,1
2050,2
2051,1
2052,1
2053,0
2054,0
2055,0
2056,2
2057,2
2058,1
2059,2
2060,0
2061,0
2062,0
2063,2
2064,1
2065,0
2066,1
2067,1
2068,0
2069,1
2070,2
2071,2
2072,0
2073,1
2074,1
2075,0
2076,0
2077,2
2078,1
2079,0
2080,0
2081,2
2082,1
2083,0
2084,0
2085,0
2086,2
2087,2
2088,2
2089,1
2090,2
2091,0
2092,0
2093,0
2094,0
2095,2
2096,0
2097,1
2098,2
2099,2
2100,0
2101,0
2102,0
2103,0
2104,0
2105,2
2106,0
2107,2
2108,2
2109,0
2110,1
2111,2
2112,1
2113,2
2114,1
2115,0
2116,1
2117,0
2118,2
2119,0
2120,2
2121,1
2122,1
2123,0
2124,2
2125,1
2126,0
2127,0
2128,1
2129,2
2130,0
2131,2
2132,2
2133,0
2134,0
2135,0
2136,2
2137,0
2138,0
2139,2
2140,0
2141,2
2142,2
2143,0
2144,1
2145,0
2146,2
2147,2
2148,1
2149,2
2150,0
2151,0
2152,2
2153,1
2154,1
2155,1
2156,2
2157,2
2158,0
2159,2
2160,1
2161,1
2162,2
2163,0
2164,2
2165,0
2166,2
2167,0
2168,2
2169,1
2170,0
2171,1
2172,1
2173,1
2174,2
2175,1
2176,0
2177,0
2178,2
2179,2
2180,2
2181,2
2182,2
2183,0
2184,2
2185,0
2186,2
2187,0
2188,2
2189,1
2190,2
2191,0
2192,1
2193,2
2194,0
2195,2
2196,1
2197,0
2198,1
2199,1
2200,0
2201,0
2202,2
2203,2
2204,1
2205,1
2206,1
2207,0
2208,2
2209,2
2210,0
2211,1
2212,2
2213,1
2214,2
2215,0
2216,0
2217,0
2218,1
2219,2
2220,1
2221,1
2222,1
2223,0
2224,1
2225,2
2226,0
2227,0
2228,1
2229,0
2230,1
2231,2
2232,1
2233,0
2234,0
2235,2
2236,2
2237,2
2238,2
2239,1
2240,1
2241,1
2242,0
2243,2
2244,1
2245,2
2246,0
2247,0
2248,1
2249,2
2250,1
2251,2
2252,2
2253,0
2254,1
2255,0
2256,1
2257,2
2258,2
2259,2
2260,1
2261,1
2262,0
2263,2
2264,0
2265,0
2266,2
2267,1
2268,2
2269,0
2270,0
2271,2
2272,0
2273,2
2274,0
2275,0
2276,2
2277,1
2278,2
2279,0
2280,2
2281,0
2282,0
2283,2
2284,0
2285,1
2286,2
2287,0
2288,2
2289,1
2290,1
2291,0
2292,2
2293,1
2294,2
2295,2
2296,1
2297,0
2298,0
2299,2
2300,2
2301,0
2302,2
2303,1
2304,0
2305,2
2306,0
2307,0
2308,0
2309,0
2310,0
2311,1
2312,0
2313,0
2314,2
2315,1
2316,0
2317,2
2318,2
2319,1
2320,1
2321,1
2322,0
2323,2
2324,0
2325,2
2326,2
2327,1
2328,0
2329,2
2330,2
2331,2
2332,0
2333,1
2334,0
2335,1
2336,2
2337,2
2338,0
2339,2
2340,1
2341,0
2342,0
2343,0
2344,2
2345,2
2346,0
2347,1
2348,0
2349,2
2350,2
2351,2
2352,0
2353,1
2354,1
2355,2
2356,2
2357,2
2358,0
2359,0
2360,2
2361,1
2362,0
2363,1
2364,2
2365,1
2366,0
2367,0
2368,2
2369,1
2370,0
2371,2
2372,2
2373,0
2374,0
2375,0
2376,0
2377,0
2378,1
2379,2
2380,0
2381,2
2382,0
2383,2
2384,0
2385,2
2386,0
2387,2
2388,1
2389,1
2390,0
2391,0
2392,2
2393,1
2394,2
2395,0
2396,1
2397,1
2398,2
2399,1
2400,2
2401,1
2402,2
2403,0
2404,0
2405,1
2406,0
2407,0
2408,1
2409,0
2410,1
2411,1
2412,1
2413,2
2414,0
2415,2
2416,0
2417,0
2418,0
2419,2
2420,0
2421,1
2422,2
2423,2
2424,2
2425,0
2426,2
2427,2
2428,1
2429,1
2430,0
2431,1
2432,0
2433,2
2434,2
2435,0
2436,2
2437,2
2438,0
2439,2
2440,2
2441,2
2442,1
2443,0
2444,1
2445,2
2446,0
2447,0
2448,0
2449,1
2450,0
2451,1
2452,2
2453,2
2454,0
2455,2
2456,1
2457,0
2458,1
2459,0
2460,2
2461,0
2462,0
2463,0
2464,0
2465,2
2466,2
2467,0
2468,2
2469,2
2470,2
2471,0
2472,0
2473,0
2474,1
2475,2
2476,2
2477,2
2478,2
2479,0
2480,0
2481,2
2482,2
2483,0
2484,0
2485,0
2486,0
2487,0
2488,2
2489,1
2490,0
2491,2
2492,2
2493,0
2494,0
2495,2
2496,1
2497,0
2498,0
2499,2
2500,0
2501,2
2502,1
2503,1
2504,1
2505,0
2506,0
2507,0
2508,2
2509,1
2510,2
2511,1
2512,1
2513,2
2514,0
2515,0
2516,0
2517,2
2518,2
2519,2
2520,1
2521,0
2522,0
2523,0
2524,1
2525,0
2526,0
2527,0
2528,0
2529,0
2530,1
2531,1
2532,0
2533,0
2534,0
2535,2
2536,0
2537,2
2538,2
2539,0
2540,0
2541,2
2542,1
2543,0
2544,0
2545,0
2546,1
2547,2
2548,2
2549,0
2550,1
2551,2
2552,0
2553,0
2554,1
2555,2
2556,2
2557,2
2558,0
2559,2
2560,2
2561,1
2562,1
2563,1
2564,1
2565,0
2566,1
2567,0
2568,0
2569,1
2570,0
2571,2
2572,2
2573,2
2574,0
2575,2
2576,1
2577,0
2578,2
2579,0
2580,1
2581,2
2582,1
2583,1
2584,0
2585,0
2586,2
2587,1
2588,1
2589,2
2590,2
2591,2
2592,2
2593,0
2594,2
2595,0
2596,2
2597,2
2598,0
2599,0
2600,0
2601,2
2602,1
2603,1
2604,0
2605,2
2606,0
2607,0
2608,0
2609,1
2610,0
2611,0
2612,1
2613,2
2614,0
2615,0
2616,0
2617,0
2618,2
2619,0
2620,2
2621,1
2622,0
2623,2
2624,0
2625,0
2626,0
2627,0
2628,0
2629,1
2630,1
2631,2
2632,0
2633,0
2634,1
2635,1
2636,0
2637,0
2638,1
2639,1
2640,0
2641,0
2642,2
2643,0
2644,0
2645,1
2646,2
2647,0
2648,1
2649,0
2650,0
2651,1
2652,2
2653,0
2654,1
2655,0
2656,0
2657,2
2658,2
2659,0
2660,0
2661,2
2662,1
2663,1
2664,2
2665,2
2666,1
2667,1
2668,1
2669,2
2670,2
2671,1
2672,0
2673,0
2674,0
2675,1
2676,1
2677,1
2678,1
2679,0
2680,2
2681,2
2682,0
2683,0
2684,1
2685,0
2686,0
2687,2
2688,1
2689,2
2690,1
2691,0
2692,0
2693,2
2694,2
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,1
2702,0
2703,0
2704,0
2705,2
2706,1
2707,0
2708,1
2709,2
2710,1
2711,0
2712,0
2713,0
2714,2
2715,2
2716,0
2717,0
2718,0
2719,1
2720,0
2721,2
2722,1
2723,2
2724,0
2725,2
2726,1
2727,2
2728,1
2729,0
2730,1
2731,1
2732,0
2733,0
2734,0
2735,2
2736,0
2737,1
2738,0
2739,2
2740,2
2741,1
2742,0
2743,1
2744,0
2745,0
2746,1
2747,1
2748,0
2749,0
2750,0
2751,2
2752,2
2753,0
2754,2
2755,0
2756,2
2757,2
2758,1
2759,2
2760,2
2761,2
2762,0
2763,0
2764,2
2765,0
2766,2
2767,0
2768,1
2769,0
2770,2
2771,2
2772,0
2773,2
2774,0
2775,1
2776,1
2777,0
2778,0
2779,2
2780,0
2781,2
2782,2
2783,2
2784,0
2785,1
2786,0
2787,0
2788,0
2789,2
2790,2
2791,2
2792,2
2793,0
2794,1
2795,0
2796,0
2797,2
2798,2
2799,2
2800,0
2801,0
2802,0
2803,0
2804,2
2805,2
2806,2
2807,1
2808,1
2809,1
2810,2
2811,0
2812,2
2813,2
2814,1
2815,0
2816,2
2817,2
2818,0
2819,1
2820,1
2821,1
2822,1
2823,2
2824,1
2825,1
2826,1
2827,1
2828,2
2829,1
2830,2
2831,0
2832,1
2833,1
2834,2
2835,1
2836,0
2837,1
2838,2
2839,2
2840,0
2841,0
2842,2
2843,0
2844,1
2845,1
2846,0
2847,2
2848,2
2849,0
2850,1
2851,2
2852,0
2853,0
2854,0
2855,2
2856,2
2857,1
2858,2
2859,1
2860,0
2861,2
2862,1
2863,2
2864,2
2865,0
2866,2
2867,0
2868,2
2869,0
2870,0
2871,1
2872,0
2873,0
2874,1
2875,0
2876,1
2877,1
2878,1
2879,2
2880,1
2881,2
2882,0
2883,2
2884,0
2885,0
2886,1
2887,0
2888,0
2889,2
2890,0
2891,1
2892,2
2893,0
2894,2
2895,0
2896,2
2897,0
2898,2
2899,0
2900,1
2901,1
2902,0
2903,2
2904,0
2905,2
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,0
2913,1
2914,1
2915,0
2916,2
2917,0
2918,1
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,1
2926,1
2927,2
2928,0
2929,0
2930,1
2931,1
2932,0
2933,1
2934,0
2935,0
2936,2
2937,2
2938,0
2939,2
2940,2
2941,2
2942,0
2943,2
2944,2
2945,0
2946,2
2947,2
2948,0
2949,0
2950,1
2951,0
2952,2
2953,0
2954,2
2955,0
2956,0
2957,2
2958,1
2959,1
2960,2
2961,2
2962,2
2963,2
2964,2
2965,1
2966,0
2967,1
2968,2
2969,2
2970,0
2971,2
2972,0
2973,2
2974,1
2975,1
2976,0
2977,2
2978,2
2979,2
2980,0
2981,2
2982,1
2983,2
2984,1
2985,1
2986,1
2987,0
2988,2
2989,0
2990,0
2991,1
2992,0
2993,0
2994,2
2995,0
2996,2
2997,2
